,speciesID,scientificname,family,order,class,subdivision,data,raw.points,extent.xmin,extent.xmax,extent.ymin,extent.ymax,lon_hist,lat_hist,Centrl,rng_size,tmax_wt,tmax_sp,tmax_sm,tmax_at,tmin_wt,tmin_sp,tmin_sm,tmin_at,tave_wt,tave_sp,tave_sm,tave_at,ppt_wt,ppt_sp,ppt_sm,ppt_at,dd_0_wt,dd_0_sp,dd_0_sm,dd_0_at,dd5_wt,dd5_sp,dd5_sm,dd5_at,nffd_wt,nffd_sp,nffd_sm,nffd_at,pas_wt,pas_sp,pas_sm,pas_at,eref_wt,eref_sp,eref_sm,eref_at,cmd_wt,cmd_sp,cmd_sm,cmd_at,mat,mwmt,mcmt,td,map,ahm,dd_0,dd5,nffd,pas,emt,ext,eref,cmd
387,14783,Diospyros ridleyi,Ebenaceae,Ericales,Magnoliopsida,Spermatophytina,Native region,50,67.99999901,119.4999988,-5.000000342,32.99999951,75.74999898,32.74999951,13.99999958,37.99999985,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
398,412,Acacia purpurea,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,94,-117.5000003,-59.00000049,-4.500000344,32.99999951,-117.2500003,32.74999951,14.24999958,37.49999985,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
506,25797,Lasianthaea fruticosa,Asteraceae,Asterales,Magnoliopsida,Spermatophytina,Maxent prediction,253,-117.5000003,-59.50000048,0.499999636,32.99999951,-117.2500003,32.74999951,16.74999957,32.49999987,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
525,5956,Boesenbergia tillandsiodes,Zingiberaceae,Zingiberales,Liliopsida,Spermatophytina,Native region,50,67.99999901,104.4999989,0.999999634,32.99999951,75.74999898,32.74999951,16.99999957,31.99999988,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
588,19705,Ficus crassinervia,Moraceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,97,-117.5000003,-60.50000048,3.499999624,32.99999951,-117.2500003,32.74999951,18.24999957,29.49999989,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
646,256,Acacia ferruginea,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,5,67.99999901,101.4999989,5.499999616,32.99999951,75.74999898,32.74999951,19.24999956,27.49999989,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
682,14597,Diospyros barberi,Ebenaceae,Ericales,Magnoliopsida,Spermatophytina,Native region,50,67.99999901,93.9999989,6.499999612,32.99999951,75.74999898,32.74999951,19.74999956,26.4999999,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
695,1416,Agave angustifolia,Asparagaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,281,-117.5000003,-77.00000041,6.99999961,32.99999951,-117.2500003,32.74999951,19.99999956,25.9999999,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
718,891,Actinodaphne bourdillonii,Lauraceae,Laurales,Magnoliopsida,Spermatophytina,Native region,50,67.99999901,89.99999892,7.999999606,32.99999951,75.74999898,32.74999951,20.49999956,24.9999999,7.7,17.6,23.2,18.1,-0.9,8,14.9,8.4,34,128,191,132,369,314,680,232,92,7,0,4,144,751,1295,772,10,76,92,81,20,0,0,0,106,289,358,214,0,52,56,44,12.1,19,1.4,17.6,1595,13.9,103,2963,259,20,-22.4,30.9,967,152
719,2486,Alvaradoa amorphoides,Picramniaceae,Picramniales,Magnoliopsida,Spermatophytina,Maxent prediction,266,-117.5000003,-72.50000043,7.999999606,32.99999951,-117.2500003,32.74999951,20.49999956,24.9999999,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
795,8898,Cestrum diurnum,Solanaceae,Solanales,Magnoliopsida,Spermatophytina,Maxent prediction,29,-117.5000003,-59.00000049,9.999999598,32.99999951,-117.2500003,32.74999951,21.49999955,22.99999991,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
817,3360,Aphananthe monoica,Cannabaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,55,-117.5000003,-83.00000039,10.4999996,32.99999951,-117.2500003,32.74999951,21.74999956,22.49999991,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
892,1692,Agonandra racemosa,Opiliaceae,Santalales,Magnoliopsida,Spermatophytina,Maxent prediction,87,-117.5000003,-83.00000039,12.49999959,32.99999951,-117.2500003,32.74999951,22.74999955,20.49999992,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
914,1574,Ageratina mairetiana,Asteraceae,Asterales,Magnoliopsida,Spermatophytina,Maxent prediction,97,-117.5000003,-86.50000038,12.99999959,32.99999951,-117.2500003,32.74999951,22.99999955,19.99999992,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
925,76,Abies religiosa,Pinaceae,Pinales,Pinopsida,Spermatophytina,Maxent prediction,275,-117.5000003,-86.50000038,13.49999958,32.99999951,-117.2500003,32.74999951,23.24999955,19.49999993,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
970,970,Adelia oaxacana,Euphorbiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Maxent prediction,20,-117.5000003,-86.50000038,14.49999958,32.99999951,-117.2500003,32.74999951,23.74999955,18.49999993,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
1014,50,Abies durangensis,Pinaceae,Pinales,Pinopsida,Spermatophytina,Maxent prediction,104,-117.5000003,-93.50000035,15.49999958,32.99999951,-117.2500003,32.74999951,24.24999955,17.49999993,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
1070,37341,Prunus gentryi,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Native region,50,-117.5000003,-93.50000035,16.99999957,32.99999951,-117.2500003,32.74999951,24.99999954,15.99999994,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
1083,10208,Cnidoscolus elasticus,Euphorbiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Maxent prediction,20,-117.5000003,-96.50000034,17.49999957,32.99999951,-117.2500003,32.74999951,25.24999954,15.49999994,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
1156,1426,Agave bovicornuta,Asparagaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,32,-117.5000003,-97.00000033,19.49999956,32.99999951,-117.2500003,32.74999951,26.24999954,13.49999995,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
1231,1267,Aesculus parryi,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,112,-117.5000003,-105.0000003,21.99999955,32.99999951,-117.2500003,32.74999951,27.49999953,10.99999996,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
85,2198,Allophylus rubifolius,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,56,11.99999923,59.99999904,-31.50000024,32.49999951,38.74999912,32.24999951,0.499999635,63.99999975,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
108,5573,Berchemia discolor,Rhamnaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,83,11.49999923,55.99999905,-29.00000025,32.49999951,38.74999912,32.24999951,1.74999963,61.49999976,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
113,11068,Cordia africana,Boraginaceae,Boraginales,Magnoliopsida,Spermatophytina,Maxent prediction,44,-15.50000066,55.99999905,-28.50000025,32.49999951,38.74999912,32.24999951,1.99999963,60.99999976,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
122,16531,Emilia abyssinica,Asteraceae,Asterales,Magnoliopsida,Spermatophytina,Maxent prediction,60,-0.50000072,59.99999904,-27.00000025,32.49999951,38.74999912,32.24999951,2.74999963,59.49999976,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
129,16174,Ehretia cymosa,Boraginaceae,Boraginales,Magnoliopsida,Spermatophytina,Maxent prediction,233,-17.00000065,55.99999905,-26.00000026,32.49999951,38.74999912,32.24999951,3.249999625,58.49999977,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
160,22892,Helichrysum helothamnus,Asteraceae,Asterales,Magnoliopsida,Spermatophytina,Maxent prediction,102,2.499999268,55.99999905,-22.50000027,32.49999951,38.74999912,32.24999951,4.99999962,54.99999978,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
187,13727,Delonix elata,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,32,11.99999923,59.99999904,-18.50000029,32.49999951,38.74999912,32.24999951,6.99999961,50.9999998,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
199,36201,Poa muhavurensis,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,41,2.499999268,55.99999905,-17.50000029,32.49999951,38.74999912,32.24999951,7.49999961,49.9999998,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
252,5158,Bauhinia rufescens,Loranthaceae,Santalales,Magnoliopsida,Spermatophytina,Maxent prediction,11,-17.50000065,55.99999905,-13.50000031,32.49999951,38.74999912,32.24999951,9.4999996,45.99999982,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
285,1028,Adenium obesum,Apocynaceae,Gentianales,Magnoliopsida,Spermatophytina,Maxent prediction,150,-18.00000065,59.99999904,-12.00000031,32.49999951,38.74999912,32.24999951,10.2499996,44.49999982,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
401,177,Acacia bussei,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,5,21.49999919,55.99999905,-5.000000342,32.49999951,38.74999912,32.24999951,13.74999958,37.49999985,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
471,4928,Barbeya oleoides,Barbeyaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,5,32.49999915,55.99999905,-2.000000354,32.49999951,38.74999912,32.24999951,15.24999958,34.49999986,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
593,41879,Solanum adoense,Solanaceae,Solanales,Magnoliopsida,Spermatophytina,Maxent prediction,22,21.49999919,55.99999905,2.999999626,32.49999951,38.74999912,32.24999951,17.74999957,29.49999988,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
915,15390,Dracaena serrulata,Asparagaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,12,33.99999914,59.99999904,12.49999959,32.49999951,38.74999912,32.24999951,22.49999955,19.99999992,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
1036,34899,Phragmanthera austroarabica,Loranthaceae,Santalales,Magnoliopsida,Spermatophytina,Occurrence data,3,33.99999914,55.99999905,15.49999958,32.49999951,38.74999912,32.24999951,23.99999955,16.99999993,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
119,27509,Machaonia acuminata,Rubiaceae,Gentianales,Magnoliopsida,Spermatophytina,Maxent prediction,58,-109.5000003,-29.5000006,-28.00000025,31.99999951,-108.2500003,31.74999951,1.99999963,59.99999976,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
137,508,Acalypha diversifolia,Euphorbiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Maxent prediction,482,-109.5000003,-29.5000006,-25.50000026,31.99999951,-108.2500003,31.74999951,3.249999625,57.49999977,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
150,30983,Myriocarpa cordifolia,Urticaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,19,-109.5000003,-32.00000059,-24.50000026,31.99999951,-108.2500003,31.74999951,3.749999625,56.49999977,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
162,724,Achatocarpus nigricans,Achatocarpaceae,Caryophyllales,Magnoliopsida,Spermatophytina,Maxent prediction,147,-109.5000003,-57.50000049,-23.00000027,31.99999951,-108.2500003,31.74999951,4.49999962,54.99999978,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
195,3711,Ardisia pellucida,Primulaceae,Ericales,Magnoliopsida,Spermatophytina,Maxent prediction,40,-109.5000003,-59.50000048,-18.50000029,31.99999951,-108.2500003,31.74999951,6.74999961,50.4999998,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
253,6262,Brassia verrucosa,Orchidaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,74,-109.5000003,-45.50000054,-14.00000031,31.99999951,-108.2500003,31.74999951,8.9999996,45.99999982,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
411,510,Acalypha ecuadorica,Euphorbiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Maxent prediction,83,-109.5000003,-59.50000048,-5.50000034,31.99999951,-108.2500003,31.74999951,13.24999959,37.49999985,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
430,1143,Aegiphila deppeana,Lamiaceae,Lamiales,Magnoliopsida,Spermatophytina,Maxent prediction,44,-109.5000003,-51.50000052,-4.500000344,31.99999951,-108.2500003,31.74999951,13.74999958,36.49999985,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
539,5381,Beilschmiedia mexicana,Lauraceae,Laurales,Magnoliopsida,Spermatophytina,Maxent prediction,136,-109.5000003,-59.50000048,0.499999636,31.99999951,-108.2500003,31.74999951,16.24999957,31.49999987,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
549,17298,Erythroxylum areolatum,Erythroxylaceae,Malpighiales,Magnoliopsida,Spermatophytina,Maxent prediction,34,-109.5000003,-56.0000005,0.999999634,31.99999951,-108.2500003,31.74999951,16.49999957,30.99999988,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
624,19649,Ficus aurea,Moraceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,560,-109.5000003,-68.00000045,3.499999624,31.99999951,-108.2500003,31.74999951,17.74999957,28.49999989,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
730,2197,Allophylus roigii,Resedaceae,Brassicales,Magnoliopsida,Spermatophytina,Maxent prediction,63,-109.5000003,-74.00000043,6.99999961,31.99999951,-108.2500003,31.74999951,19.49999956,24.9999999,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
757,2625,Amphipterygium molle,Anacardiaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,19,-109.5000003,-82.50000039,7.999999606,31.99999951,-108.2500003,31.74999951,19.99999956,23.9999999,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
785,1759,Aiouea longipes,Lauraceae,Laurales,Magnoliopsida,Spermatophytina,Native region,50,-109.5000003,109.4999988,8.499999604,31.99999951,-108.2500003,31.74999951,20.24999956,23.49999991,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
830,13533,Damburneya coriacea,Lauraceae,Laurales,Magnoliopsida,Spermatophytina,Maxent prediction,123,-109.5000003,-59.00000049,9.999999598,31.99999951,-108.2500003,31.74999951,20.99999955,21.99999991,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
857,969,Adelia barbinervis,Euphorbiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Maxent prediction,65,-109.5000003,-83.00000039,10.4999996,31.99999951,-108.2500003,31.74999951,21.24999956,21.49999991,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
893,9370,Chrysophyllum oliviforme,Sapotaceae,Ericales,Magnoliopsida,Spermatophytina,Maxent prediction,60,-109.5000003,-59.00000049,11.49999959,31.99999951,-108.2500003,31.74999951,21.74999955,20.49999992,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
936,57,Abies guatemalensis,Pinaceae,Pinales,Pinopsida,Spermatophytina,Maxent prediction,39,-109.5000003,-83.00000039,12.49999959,31.99999951,-108.2500003,31.74999951,22.24999955,19.49999992,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
957,7002,Buxus bartlettii,Buxaceae,Buxales,Magnoliopsida,Spermatophytina,Maxent prediction,48,-109.5000003,-86.50000038,12.99999959,31.99999951,-108.2500003,31.74999951,22.49999955,18.99999992,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
