"","speciesID","scientificname","family","order","class","subdivision","data","raw.points","extent.xmin","extent.xmax","extent.ymin","extent.ymax","lon_hist","lat_hist","Centrl","rng_size","tmax_wt","tmax_sp","tmax_sm","tmax_at","tmin_wt","tmin_sp","tmin_sm","tmin_at","tave_wt","tave_sp","tave_sm","tave_at","ppt_wt","ppt_sp","ppt_sm","ppt_at","dd_0_wt","dd_0_sp","dd_0_sm","dd_0_at","dd5_wt","dd5_sp","dd5_sm","dd5_at","nffd_wt","nffd_sp","nffd_sm","nffd_at","pas_wt","pas_sp","pas_sm","pas_at","eref_wt","eref_sp","eref_sm","eref_at","cmd_wt","cmd_sp","cmd_sm","cmd_at","mat","mwmt","mcmt","td","map","ahm","dd_0","dd5","nffd","pas","emt","ext","eref","cmd"
"1080",8003,"Carex korkischkoae","Cyperaceae","Poales","Liliopsida","Spermatophytina","Native region",50,119.4999988,139.4999987,41.99999947,57.49999941,120.2499988,57.24999941,49.74999944,15.49999994,-26.1,-1.8,17.7,-4.4,-39,-16.7,3.9,-16.4,-326,-92,108,-104,28,77,264,90,2928,936,1,1025,0,16,538,21,0,0,76,0,28,54,6,68,0,61,281,35,0,15,28,0,-10.4,13,-34.4,47.4,459,-0.8,4889,574,76,156,-56.9,33.2,377,43
"1081",2553,"Ammopiptanthus nanus","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Occurrence data",4,68.999999,96.49999889,33.9999995,49.49999944,86.74999893,49.24999944,41.74999947,15.49999994,-12.7,3.2,17.5,2.7,-22.7,-8.3,5.4,-7.7,-177,-26,115,-25,37,82,188,91,1596,455,0,443,0,63,596,64,0,0,92,0,37,42,3,59,0,79,294,51,0,35,106,12,-2.8,12.6,-18.7,31.3,398,18,2495,724,92,141,-46.2,30.5,424,153
"1082",1510,"Agave parviflora","Asparagaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",38,-117.5000003,-105.0000003,21.99999955,37.49999949,-114.2500003,37.24999949,29.74999952,15.49999994,10.4,19.7,32.8,22.4,-1.7,5.5,17,7.7,43,126,249,150,96,87,63,66,69,8,0,4,101,708,1830,923,30,77,92,80,5,0,0,0,111,332,551,257,16,245,488,192,14.2,26.4,3.3,23.1,312,77.7,80,3562,280,6,-21.8,42.9,1251,941
"1083",10208,"Cnidoscolus elasticus","Euphorbiaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",20,-117.5000003,-96.50000034,17.49999957,32.99999951,-117.2500003,32.74999951,25.24999954,15.49999994,18.5,19.3,23.1,22.6,8.6,12.1,17.5,14.5,135,157,203,186,126,69,6,52,5,1,0,0,768,986,1408,1231,90,92,92,91,0,0,0,0,167,269,302,224,41,200,296,172,17,21.6,13.2,8.4,252,107.1,7,4393,365,0,0.9,38.3,962,709
"1085",4924,"Barbarea sicula","Brassicaceae","Brassicales","Magnoliopsida","Spermatophytina","Maxent prediction",13,6.499999252,42.49999911,31.99999951,47.49999945,11.24999923,47.24999945,39.74999948,15.49999994,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
"1088",9689,"Cladrastis kentukea","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",111,-103.5000003,-71.50000044,29.99999952,45.49999946,-74.75000042,45.24999946,37.74999949,15.49999994,-3.5,10.9,24.9,13,-13.8,-0.4,12.9,3,-87,53,189,80,185,198,270,249,799,122,0,42,5,316,1280,423,0,32,92,43,174,40,0,10,0,175,385,136,0,38,115,0,5.9,20.3,-10.2,30.5,903,17.6,963,2023,167,224,-36.8,36.8,696,153
"1089",39555,"Robinia pseudoacacia","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",170,-92.00000035,-71.00000044,29.99999952,45.49999946,-73.25000043,45.24999946,37.74999949,15.49999994,-2.2,11.7,25.5,13.7,-12.9,-0.1,13.3,3.5,-76,58,194,86,173,212,290,257,714,101,0,34,7,340,1327,455,1,32,92,48,154,30,0,7,0,181,392,138,0,31,103,0,6.6,20.8,-9.1,30,932,17.8,849,2129,173,191,-35.7,37.2,711,134
"1090",28229,"Malus trilobata","Rosaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",42,18.9999992,44.9999991,28.99999952,44.49999946,22.24999919,44.24999946,36.74999949,15.49999994,2.1,14.4,24,14.7,-3.5,4.7,12.7,5.2,-7,95,184,100,143,180,216,146,230,20,0,20,46,511,1230,539,6,57,92,60,28,1,0,1,0,224,370,146,0,47,154,36,9.3,19.1,-1.6,20.7,685,28.2,270,2326,215,30,-25.7,34.3,740,237
"1091",35497,"Pinus taeda","Pinaceae","Pinales","Pinopsida","Spermatophytina","Maxent prediction",944,-107.0000003,-75.00000042,24.49999954,39.99999948,-79.25000041,39.74999948,32.24999951,15.49999994,1.6,13.8,24.6,15.4,-7.9,1.8,13.1,4.4,-32,78,189,99,250,328,333,275,380,42,0,18,23,416,1277,534,2,37,92,53,116,7,0,2,0,250,396,176,0,5,64,0,8.4,19.7,-4.3,24.1,1185,15.5,440,2251,184,125,-30.6,35.1,822,69
"1092",6404,"Brosimum costaricanum","Moraceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",64,-99.00000033,-77.00000041,6.99999961,22.49999955,-98.75000033,22.24999955,14.74999958,15.49999994,25,32,33.6,29.7,13.8,20.1,22.9,19.8,194,261,283,248,74,129,524,307,1,0,0,0,1282,1914,2134,1788,90,92,92,91,0,0,0,0,291,511,537,369,217,382,36,118,24.6,28.2,18.6,9.6,1034,33.5,1,7118,365,0,4.3,40.8,1708,753
"1093",9205,"Chisocheton macrophyllus","Meliaceae","Sapindales","Magnoliopsida","Spermatophytina","Native region",50,92.49999891,119.4999988,-6.000000338,9.4999996,92.74999891,9.249999601,1.749999631,15.49999994,29.8,31.4,29.9,29.5,24.8,24.9,25.1,24.2,273,281,275,268,328,456,822,912,0,0,0,0,1997,2103,2065,1973,90,92,92,91,0,0,0,0,317,428,361,348,91,157,0,0,27.4,27.4,27.1,0.3,2518,14.9,0,8139,365,0,19.6,32.2,1454,248
"1094",802,"Acridocarpus plagiopterus","Malpighiaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",17,-18.00000065,16.49999921,1.499999632,16.99999957,-16.25000066,16.74999957,9.249999601,15.49999994,30.4,33.4,33.7,34.3,15.4,18.2,23.3,22.1,229,258,285,282,3,0,92,63,0,0,0,0,1604,1894,2157,2094,90,92,92,91,0,0,0,0,421,595,535,481,418,595,443,418,26.3,28.7,22.2,6.5,158,229.8,0,7749,365,0,2.2,37,2032,1874
"1096",33791,"Paratheria glaberrima","Poaceae","Poales","Liliopsida","Spermatophytina","Native region",50,-13.50000067,18.9999992,-5.50000034,9.999999598,-12.75000067,9.749999599,2.249999629,15.49999994,34.4,35.8,29.7,31.4,21.1,23.8,22.4,22.4,277,298,260,269,18,251,1417,838,0,0,0,0,2031,2256,1930,1980,90,92,92,91,0,0,0,0,515,601,426,450,497,350,0,59,27.6,25.8,27.1,-1.3,2524,14.9,0,8197,365,0,11.3,30.6,1992,906
"1097",1362,"Afrofittonia silvestris","Acanthaceae","Lamiales","Magnoliopsida","Spermatophytina","Maxent prediction",40,2.499999268,16.49999921,-1.500000356,13.99999958,4.249999261,13.74999958,6.249999612,15.49999994,33.3,39.4,34.5,35.6,17,24.9,23.9,21.2,251,321,292,284,0,29,346,82,0,0,0,0,1800,2463,2216,2117,90,92,92,91,0,0,0,0,496,678,552,551,496,649,206,469,28.7,28.8,24.1,4.7,457,84.7,0,8596,365,0,4,36.2,2277,1820
"1098",9406,"Chytranthus cauliflorus","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",23,-11.50000068,14.99999922,-4.000000346,11.49999959,-2.750000711,11.24999959,3.749999622,15.49999994,35.3,37.2,31.5,33.8,18.6,24.3,22.2,20.7,269,308,268,273,6,131,546,213,0,0,0,0,1960,2341,2003,2011,90,92,92,91,0,0,0,0,550,630,490,532,544,499,48,322,27.9,26.5,26.1,0.5,896,42.4,0,8315,365,0,6.1,32.7,2202,1413
"1099",17262,"Erythrococca columnaris","Euphorbiaceae","Malpighiales","Magnoliopsida","Spermatophytina","Native region",50,5.499999256,27.49999917,-4.000000346,11.49999959,22.24999919,11.24999959,3.749999622,15.49999994,35.7,39,32.6,34.5,12.9,20.3,21,17.4,243,297,268,260,0,61,484,162,0,0,0,0,1727,2243,1998,1897,89,92,92,91,0,0,0,0,605,742,548,588,605,681,104,426,26.7,26.3,23.2,3.1,707,51.9,0,7865,364,0,-3.5,33.9,2483,1816
"1100",1526,"Agave seemanniana","Asparagaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",127,-107.0000003,-82.50000039,7.999999606,23.49999954,-105.2500003,23.24999955,15.74999957,15.49999993,23.2,29.1,29.3,27,10,14,19.1,15.6,166,216,242,213,152,39,594,317,2,0,0,0,1038,1511,1760,1473,90,92,92,91,0,0,0,0,285,508,474,354,133,469,65,118,20.9,23.8,16.2,7.6,1103,28,3,5782,365,0,4,40.8,1621,785
"1103",19346,"Eurybia furcata","Asteraceae","Asterales","Magnoliopsida","Spermatophytina","Maxent prediction",42,-97.00000033,-82.00000039,32.99999951,48.49999944,-89.25000037,48.24999945,40.74999948,15.49999993,-6.7,7.7,21.6,9.8,-17.8,-4,9,0.4,-122,18,153,51,113,167,257,211,1108,218,0,111,2,153,949,276,0,11,92,33,112,65,1,36,0,145,343,95,0,21,86,0,2.5,16.8,-14.2,31,748,16.7,1438,1380,136,214,-40.9,34.6,583,107
"1104",8348,"Castanea ozarkensis","Fagaceae","Fagales","Magnoliopsida","Spermatophytina","Maxent prediction",39,-107.0000003,-84.50000038,25.49999954,40.99999947,-95.75000034,40.74999948,33.24999951,15.49999993,2.5,17.7,30.5,19.1,-9.1,4.2,17.2,5.6,-33,110,239,124,70,248,325,208,393,25,0,13,22,641,1735,732,2,58,92,61,34,1,0,1,0,293,479,206,0,46,154,6,11,25.3,-5,30.3,851,24.6,431,3131,212,36,-32.1,42.1,978,206
"1106",590,"Acer chiangdaoense","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Occurrence data",2,96.99999889,105.9999989,5.499999616,20.49999956,99.24999888,20.24999956,12.99999959,14.99999994,25.6,30.7,27.7,26.7,9.4,16.2,19.9,16.7,175,235,238,217,39,261,753,390,2,0,0,0,1125,1685,1727,1517,87,92,92,91,0,0,0,0,349,530,415,354,310,282,0,61,21.6,23.7,16.7,7,1443,21.9,2,6055,362,0,-8,32.1,1648,653
"1107",162,"Acacia bavazzanoi","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Occurrence data",4,32.49999915,47.99999909,2.999999626,17.99999957,37.74999913,17.74999957,10.4999996,14.99999994,28.9,34.6,39.4,35.5,18.1,21.2,26.2,23,235,279,328,293,43,14,40,39,0,0,0,0,1659,2085,2552,2194,90,92,92,91,0,0,0,0,355,584,659,500,311,571,619,461,28.4,33,23.2,9.9,136,282.1,0,8491,365,0,8,43.3,2098,1962
"1109",4285,"Astragalus sinuatus","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Native region",50,-139.5000002,-114.0000003,45.49999946,60.4999994,-139.2500002,60.2499994,52.99999943,14.99999994,-10.9,1.4,12.3,0,-18.4,-8.9,3.8,-8.1,-147,-38,81,-40,2024,1580,1437,3032,1329,461,3,493,0,18,308,28,0,6,78,10,2016,1386,140,2335,0,51,190,28,0,0,0,0,-3.6,9.3,-16.8,26.1,8073,0.8,2287,353,93,5876,-46.6,25.6,269,0
"1110",2648,"Amygdalus ledebouriana","Rosaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",8,45.99999909,87.49999893,40.49999948,55.49999942,68.24999901,55.24999942,47.99999945,14.99999994,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
"1111",46273,"Veronica transcaucasica","Plantaginaceae","Lamiales","Magnoliopsida","Spermatophytina","Maxent prediction",67,6.499999252,40.49999912,37.49999949,52.49999943,30.74999916,52.24999943,44.99999946,14.99999994,-2.5,11.9,23.1,11.2,-8.8,2.8,12.5,3.5,-57,74,178,73,110,121,229,139,567,77,0,42,12,432,1175,367,1,48,92,46,81,9,0,6,0,158,323,92,0,70,94,8,6.7,18.3,-7.7,26.1,598,27.9,686,1985,187,96,-31.5,34.3,573,172
"1113",42625,"Spiranthes diluvialis","Orchidaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",15,-125.0000002,-95.00000034,34.4999995,49.49999944,-122.7500002,49.24999944,41.99999947,14.99999994,6.2,13.9,22.2,14.5,0.3,4.7,11.6,6.2,33,93,169,104,610,334,176,477,91,14,0,11,70,428,1096,531,46,77,92,80,49,5,0,13,40,197,327,116,0,9,151,0,10,17.7,2.4,15.4,1597,12.5,116,2125,295,67,-18.2,35.7,680,160
"1116",5636,"Bertiera spicata","Rubiaceae","Gentianales","Magnoliopsida","Spermatophytina","Maxent prediction",41,-18.00000065,27.49999917,1.99999963,16.99999957,-16.25000066,16.74999957,9.4999996,14.99999994,30.4,33.4,33.7,34.3,15.4,18.2,23.3,22.1,229,258,285,282,3,0,92,63,0,0,0,0,1604,1894,2157,2094,90,92,92,91,0,0,0,0,421,595,535,481,418,595,443,418,26.3,28.7,22.2,6.5,158,229.8,0,7749,365,0,2.2,37,2032,1874
"1117",40889,"Sclerochloa woronowii","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",12,25.49999918,75.49999898,28.99999952,43.99999946,40.24999912,43.74999946,36.49999949,14.99999994,-0.3,7.8,18.1,10.6,-8.2,-1.7,6.6,0.5,-42,31,124,56,199,262,318,234,458,116,0,53,17,142,685,244,2,12,92,29,118,59,3,20,0,140,313,128,0,0,25,0,4.2,13.4,-5.2,18.6,1012,14,627,1089,136,200,-31.6,29.5,581,25
"1118",19242,"Euphorbia transtagana","Euphorbiaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",21,-13.50000067,-1.000000718,27.49999953,42.49999947,-8.750000687,42.24999947,34.9999995,14.99999994,13.1,17,23.3,19.3,7.8,10.5,15.8,12.8,104,137,195,160,484,329,107,367,13,3,0,1,531,809,1339,1009,86,92,92,91,1,0,0,0,75,213,316,148,0,0,209,0,14.9,20,10.1,9.9,1287,19.4,16,3687,361,1,-10.2,30.3,752,209
"1119",641,"Acer mazandaranicum","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Native region",50,43.9999991,63.49999902,24.99999954,39.99999948,44.2499991,39.74999948,32.49999951,14.99999994,-5.2,3.6,17.5,9.1,-14.5,-6.2,3.6,-3.3,-98,-13,105,29,92,209,135,109,899,310,1,142,3,44,523,152,0,0,63,1,89,132,5,46,0,77,336,124,0,0,200,56,0.6,12,-11,23,545,19.4,1353,722,64,272,-38.4,30.7,537,256
"1120",3982,"Asimina parviflora","Annonaceae","Magnoliales","Magnoliopsida","Spermatophytina","Maxent prediction",303,-107.0000003,-75.00000042,24.49999954,39.49999948,-78.75000041,39.24999948,31.99999951,14.99999994,3.8,16,27.4,17.8,-7.3,2.3,13.1,4.4,-18,91,202,111,186,252,271,247,292,29,0,13,35,498,1399,618,2,41,92,51,55,2,0,1,0,283,458,205,0,55,187,20,9.7,21.1,-3.1,24.3,956,20.6,333,2549,186,58,-30,37.6,946,262
"1121",46316,"Vicia minutiflora","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",31,-115.0000003,-80.0000004,24.49999954,39.49999948,-84.75000038,39.24999948,31.99999951,14.99999994,5,18.3,30,19.9,-5.6,5.2,16.5,6.7,-3,117,233,133,210,324,292,239,214,14,0,7,52,682,1680,795,4,59,92,62,35,0,0,0,22,304,482,218,0,24,190,33,12,24.3,-1.7,26,1066,20.6,236,3209,217,36,-27.7,40.5,1026,247
"1122",79,"Abies spectabilis","Pinaceae","Pinales","Pinopsida","Spermatophytina","Maxent prediction",26,60.49999904,99.49999888,23.49999954,38.49999948,70.249999,38.24999949,30.99999951,14.99999994,-1.6,10.3,24.5,13.4,-10.5,0.4,9.5,0.4,-60,54,170,69,263,404,44,107,594,79,0,54,10,265,1106,348,1,31,92,31,210,44,0,10,0,174,434,183,0,0,390,104,5.8,18.2,-7.7,25.9,818,19.3,727,1729,155,265,-33.8,36.5,791,494
"1123",1770,"Aiouea salicifolia","Lauraceae","Laurales","Magnoliopsida","Spermatophytina","Native region",50,-109.5000003,-93.50000035,16.99999957,31.99999951,-108.2500003,31.74999951,24.49999954,14.99999994,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
"1126",607,"Acer erythranthum","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Occurrence data",3,101.9999989,109.4999988,8.499999604,23.49999954,104.7499989,23.24999955,15.99999957,14.99999994,15.3,23.5,26.9,22.3,7.2,14.4,19,14,112,189,230,182,50,264,778,279,11,1,0,0,582,1279,1650,1197,85,92,92,91,0,0,0,0,188,368,403,281,138,123,0,38,17.8,23.3,10.1,13.2,1371,20.3,12,4709,359,0,-11.2,33.7,1240,299
"1127",1374,"Afrothismia winkleri","Burmanniaceae","Dioscoreales","Liliopsida","Spermatophytina","Maxent prediction",10,8.499999244,35.49999914,-1.500000356,13.49999958,14.24999922,13.24999959,5.999999612,14.99999994,31.7,38.5,34.5,35.1,13.9,22.2,23.5,20.1,228,304,290,276,0,10,233,55,0,0,0,0,1597,2305,2203,2043,90,92,92,91,0,0,0,0,495,696,560,555,495,686,327,500,27.5,28.8,21.6,7.2,298,125.7,0,8149,364,0,-1.4,37,2306,2008
"1128",12041,"Croton aubrevillei","Euphorbiaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",9,-11.50000068,14.99999922,-4.000000346,10.99999959,-6.750000695,10.7499996,3.499999622,14.99999994,34.6,36.1,31.1,32.6,16.7,23.3,21.5,20.2,256,297,263,264,7,148,637,265,0,0,0,0,1845,2244,1955,1938,90,92,92,91,0,0,0,0,557,618,493,511,550,470,40,263,27,26,24.5,1.5,1058,35,0,7982,365,0,2.3,32.7,2179,1323
"1129",11701,"Crataegus erythropoda","Rosaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",41,-111.5000003,-102.0000003,30.99999951,45.49999946,-111.2500003,45.24999946,38.24999949,14.49999995,-1.2,8.9,23.4,11.5,-12.8,-6,4.5,-3.6,-70,15,139,39,89,156,156,119,672,187,0,124,8,104,824,204,1,12,82,24,79,73,2,25,0,163,416,123,0,46,259,37,3.1,15.8,-8.2,24,520,25.2,984,1140,119,179,-39.9,35.8,702,342
"1130",41375,"Shepherdia argentea","Elaeagnaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",8,-109.5000003,-71.50000044,30.99999951,45.49999946,-74.75000042,45.24999946,38.24999949,14.49999995,-3.5,10.9,24.9,13,-13.8,-0.4,12.9,3,-87,53,189,80,185,198,270,249,799,122,0,42,5,316,1280,423,0,32,92,43,174,40,0,10,0,175,385,136,0,38,115,0,5.9,20.3,-10.2,30.5,903,17.6,963,2023,167,224,-36.8,36.8,696,153
"1131",11694,"Crataegus collina","Rosaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",75,-102.5000003,-75.00000042,28.49999952,42.99999947,-90.75000036,42.74999947,35.7499995,14.49999995,-1.5,13.9,27.8,15.9,-11.7,1.9,14.8,4.1,-66,79,213,100,89,229,318,218,636,63,0,30,9,456,1499,569,1,40,92,55,75,10,0,3,0,245,437,170,0,31,119,0,8.2,22.6,-8.4,31,854,21.3,729,2532,188,88,-34.6,39.8,852,150
"1132",515,"Acalypha ferdinandi","Euphorbiaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",34,-99.00000033,-82.50000039,7.999999606,22.49999955,-98.75000033,22.24999955,15.24999958,14.49999994,25,32,33.6,29.7,13.8,20.1,22.9,19.8,194,261,283,248,74,129,524,307,1,0,0,0,1282,1914,2134,1788,90,92,92,91,0,0,0,0,291,511,537,369,217,382,36,118,24.6,28.2,18.6,9.6,1034,33.5,1,7118,365,0,4.3,40.8,1708,753
"1134",3914,"Artemisia oelandica","Asteraceae","Asterales","Magnoliopsida","Spermatophytina","Maxent prediction",61,10.99999923,24.49999918,54.99999942,69.49999936,20.2499992,69.24999936,62.24999939,14.49999994,-10.1,-2,10.5,-1.1,-17.4,-9.5,2.8,-6.8,-137,-57,67,-39,156,110,204,159,1242,601,5,457,1,11,216,22,0,0,64,0,154,96,24,142,0,0,156,15,0,0,3,0,-4.2,8.1,-14.5,22.6,628,9.2,2305,250,65,417,-42.3,21.8,171,3
"1137",22388,"Gymnocarpos bracteatus","Caryophyllaceae","Caryophyllales","Magnoliopsida","Spermatophytina","Native region",50,51.49999907,59.99999904,11.99999959,26.49999953,56.24999905,26.24999953,19.24999956,14.49999994,24.9,32.9,38.8,33.9,15.7,22.7,30,24.4,203,278,344,291,114,50,1,7,1,0,0,0,1375,2074,2697,2181,90,92,92,91,0,0,0,0,241,476,540,368,127,426,539,361,27.9,35,19.6,15.4,171,221.4,1,8328,365,0,3.8,45.2,1625,1453
"1138",1488,"Agave mitis","Asparagaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",37,-109.5000003,-96.50000034,17.49999957,31.99999951,-108.2500003,31.74999951,24.74999954,14.49999994,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
"1139",571,"Acer acuminatum","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",8,60.49999904,99.49999888,23.49999954,37.49999949,74.24999898,37.24999949,30.49999952,13.99999995,-11.3,1.3,16.1,5.2,-19.4,-6.9,4,-5.5,-153,-28,101,-2,22,46,26,13,1385,395,1,276,1,31,478,82,0,0,72,0,22,33,1,7,0,70,313,69,0,52,286,62,-2.1,11.3,-17.3,28.7,108,73.6,2057,592,72,63,-42.9,30.9,452,400
"1140",10375,"Coffea ebracteolata","Rubiaceae","Gentianales","Magnoliopsida","Spermatophytina","Maxent prediction",37,-15.50000066,16.49999921,1.499999632,15.49999958,-0.750000719,15.24999958,8.499999606,13.99999995,33.2,39.8,37,37.2,16.7,24.8,25.6,22.8,250,323,313,300,0,12,232,59,0,0,0,0,1788,2478,2411,2254,90,92,92,91,0,0,0,0,481,688,599,558,481,676,367,499,29.6,30.9,23.8,7.1,303,130.8,0,8931,365,0,4,39.6,2326,2023
"1141",5370,"Beilschmiedia lumutensis","Lauraceae","Laurales","Magnoliopsida","Spermatophytina","Native region",50,99.49999888,107.9999988,0.999999634,14.99999958,106.2499989,14.74999958,7.999999607,13.99999995,30.6,33.5,30.4,29.8,18.1,22.9,23.2,21.5,243,282,268,257,20,360,1404,648,0,0,0,0,1730,2109,1998,1868,90,92,92,91,0,0,0,0,419,529,431,386,399,259,0,88,26.2,26.7,23.4,3.3,2432,14.9,0,7705,365,0,5.6,33.1,1765,746
"1145",23285,"Himantoglossum adriaticum","Orchidaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",273,6.499999252,23.49999918,37.49999949,51.49999943,14.24999922,51.24999943,44.49999946,13.99999994,1.9,12.4,22.1,12.8,-3,3.6,11.9,5.7,-6,80,170,93,117,141,209,131,224,30,0,19,48,403,1108,477,7,47,92,63,21,2,0,1,6,181,314,96,0,48,106,10,8.4,17.6,-1.6,19.3,598,30.8,274,2036,209,25,-25,32,597,164
"1146",28827,"Medicago carstiensis","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",11,6.499999252,28.99999916,35.4999995,49.49999944,14.74999922,49.24999944,42.49999947,13.99999994,1.8,13,22.5,12.6,-4.3,2.7,11,3.8,-13,79,167,82,112,161,262,137,261,32,0,29,39,396,1080,411,5,40,92,50,27,2,0,3,0,201,337,111,0,45,74,9,7.9,17.4,-2.4,19.8,672,26.6,321,1926,186,32,-26.9,32.4,649,128
"1147",45384,"Trillium nivale","Melanthiaceae","Liliales","Liliopsida","Spermatophytina","Maxent prediction",275,-104.5000003,-74.50000042,35.4999995,49.49999944,-95.25000034,49.24999944,42.49999947,13.99999994,-9.8,8.7,24,9.3,-21,-3.8,11.6,-0.6,-154,25,178,44,59,120,253,137,1395,246,0,167,1,227,1178,280,0,28,92,32,59,33,0,29,0,157,362,95,0,60,109,0,2.3,19.3,-18,37.3,569,21.6,1808,1686,151,122,-43.6,37.9,614,169
"1148",38676,"Quercus lobbii","Fagaceae","Fagales","Magnoliopsida","Spermatophytina","Native region",50,87.99999893,116.4999988,20.49999956,34.4999995,102.2499989,34.2499995,27.49999953,13.99999994,0.9,8.9,15.6,8.5,-18.8,-5.8,3.1,-5.5,-90,16,94,15,12,127,343,158,829,156,1,190,4,86,408,102,0,0,69,0,11,37,12,48,0,169,320,125,0,57,4,6,0.9,10.4,-10.4,20.7,640,17,1175,600,69,108,-44.7,27.7,614,67
"1149",5842,"Blepharis dhofarensis","Acanthaceae","Lamiales","Magnoliopsida","Spermatophytina","Maxent prediction",16,42.49999911,59.99999904,12.49999959,26.49999953,56.24999905,26.24999953,19.49999956,13.99999994,24.9,32.9,38.8,33.9,15.7,22.7,30,24.4,203,278,344,291,114,50,1,7,1,0,0,0,1375,2074,2697,2181,90,92,92,91,0,0,0,0,241,476,540,368,127,426,539,361,27.9,35,19.6,15.4,171,221.4,1,8328,365,0,3.8,45.2,1625,1453
"1150",46307,"Vicia johannis","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",239,18.9999992,80.49999896,31.99999951,45.99999945,58.24999905,45.74999946,38.99999948,13.99999994,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
"1151",24768,"Ipomoea tenuissima","Convolvulaceae","Solanales","Magnoliopsida","Spermatophytina","Maxent prediction",21,-88.00000037,-68.00000045,17.49999957,31.49999951,-87.75000037,31.24999951,24.49999954,13.99999994,16.6,26,33,26.3,2.3,11.1,19.9,11.7,94,185,265,190,432,397,436,295,17,1,0,1,465,1241,1970,1275,29,92,92,91,1,0,0,0,184,431,541,323,0,84,106,60,18.4,27,8.3,18.7,1560,18.2,19,4952,303,1,-18,40.6,1479,250
"1155",51,"Abies fabri","Pinaceae","Pinales","Pinopsida","Spermatophytina","Maxent prediction",33,96.99999889,116.4999988,20.99999955,34.4999995,102.2499989,34.2499995,27.74999953,13.49999995,0.9,8.9,15.6,8.5,-18.8,-5.8,3.1,-5.5,-90,16,94,15,12,127,343,158,829,156,1,190,4,86,408,102,0,0,69,0,11,37,12,48,0,169,320,125,0,57,4,6,0.9,10.4,-10.4,20.7,640,17,1175,600,69,108,-44.7,27.7,614,67
